Fila,country,designation,points,price,province,region_1,variety,winery
9868,Italy,Sud,88,15,Southern Italy,Salento,Negroamaro,Feudi di San Marzano
9869,Italy,Dalila,88,16,Sicily & Sardinia,Sicilia,White Blend,Feudo Arancio
9870,Italy,,88,17,Sicily & Sardinia,Sicilia,Cabernet Sauvignon,Feudo Principi di Butera
9871,Austria,,88,20,Südsteiermark,,Sauvignon Blanc,Erich & Walter Polz
9872,France,Château de la Clapière,88,20,Provence,Côtes de Provence,Rosé,Fabre en Provence
9873,Austria,Lust & Laune,88,15,Niederösterreich,,Rosé,Familie Zull
9874,US,,88,30,California,Sta. Rita Hills,Pinot Noir,Fess Parker
9875,US,,88,20,California,Paso Robles,Grenache,Grey Wolf Cellars
9876,US,High Valley,88,20,California,Lake County,Rosé,High Valley
9877,US,Avant,88,17,California,California,Chardonnay,Kendall-Jackson
9878,Argentina,Callejon de Crimen Gran Reserva,88,30,Mendoza Province,Uco Valley,Petit Verdot,Finca La Luz
9879,US,Brokenrock Vineyard,88,79,California,Napa Valley,Cabernet Sauvignon,Prime Solum
9880,Italy,Ikano,88,22,Sicily & Sardinia,Terre Siciliane,Red Blend,Curto
9881,Argentina,Reserve,88,17,Other,Cafayate,Malbec,Piattelli
9882,US,Sangiovese,88,15,Washington,Yakima Valley,Rosé,Airfield Estates
9883,France,Les Muraires Douce Vie Tentation,88,19,Provence,Côtes de Provence,Rosé,Bernard Magrez
9884,US,Tribute,88,31,Washington,Columbia Valley (WA),Red Blend,Browne Family Vineyards
9885,France,,88,18,Provence,Coteaux Varois en Provence,Rosé,Château d'Ollières
9886,US,,88,20,New York,Finger Lakes,Pinot Gris,Dr. Konstantin Frank
9887,US,Red Willow Vineyard,88,35,Washington,Yakima Valley,Cabernet Sauvignon,Eight Bells
9888,Austria,Pannonica,88,11,Weinland Österreich,,Rosé,Höpler
9889,Italy,Where Dreams Have No End,88,69,Northeastern Italy,Venezia Giulia,White Blend,Jermann
9890,US,Dry,88,16,New York,Finger Lakes,Rosé,Kelby James Russell
9891,Italy,,88,21,Southern Italy,Greco di Tufo,Greco,Le Masciare
9892,US,Cuore Della Vigna,88,42,California,Paso Robles,Red Blend,Le Vigne
9893,US,Di Ranchita Vista,88,39,California,Paso Robles,Cabernet Franc,Le Vigne
9894,US,,88,22,Washington,Columbia Valley (WA),Merlot,L'Ecole No. 41
9895,US,Century Vine Reserve,88,68,California,Russian River Valley,Zinfandel,Ledson
9896,France,Château de Pampelonne,88,20,Provence,Côtes de Provence,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
9897,France,Domaine des Monticoles,88,14,Provence,Coteaux Varois en Provence,Rosé,Les Vins Bréban
9898,US,Bailey Ranch,88,40,California,Adelaida District,Zinfandel,Lone Madrone
9899,US,La Cantera Vineyard,88,40,Oregon,Chehalem Mountains,Pinot Noir,Lundeen
9900,US,Sybarite,88,21,California,Happy Canyon of Santa Barbara,Sauvignon Blanc,Margerum
9901,Spain,,85,13,Central Spain,Vino de la Tierra de Castilla,Verdejo,Viña Galana
9902,US,,85,16,California,Lake County,Orange Muscat,Chacewater
9903,Argentina,Reserve,85,13,Other,Patagonia,Malbec,Restivo
9904,Argentina,,85,11,Mendoza Province,Mendoza,Cabernet Sauvignon,Argento
9905,US,Vineyard Selection,85,12,California,California,Cabernet Sauvignon,Angel's Cup
9906,Spain,Almodí Petit,85,14,Catalonia,Terra Alta,White Blend,Altavins
9907,US,,85,28,California,Napa Valley,Sauvignon Blanc,Charthia
9908,France,Extra Brut Rosé,85,32,Loire Valley,Crémant de Loire,Sparkling Blend,Domaine des Baumard
9909,France,Spring,85,20,Loire Valley,Vouvray,Chenin Blanc,Domaine Vincent Carême
9910,France,,85,23,Burgundy,Pouilly-Fuissé,Chardonnay,Labouré-Roi
9911,US,,85,10,California,Monterey,Chardonnay,Mandolin
9912,US,,85,,California,Monterey,Chardonnay,MooBuzz
9913,Italy,Gattera,85,,Piedmont,Barolo,Nebbiolo,Revello Fratelli
9914,US,,85,17,Oregon,Willamette Valley,Pinot Gris,Silvan Ridge
9915,US,Peoples Blend,85,18,California,North Coast,Red Blend,The Winery SF
9916,Spain,Hoya De Cadenas Brut Nature,85,11,Catalonia,Cava,Macabeo,Vicente Gandia
9917,Portugal,Monta da Baía Branco,85,12,Península de Setúbal,,Portuguese White,Wines & Winemakers
9918,Australia,Reserve,85,13,South Australia,Adelaide Hills,Pinot Noir,Jacob's Creek
9919,US,Proprietary,85,24,California,North Coast,Red Blend,Red 7
9920,France,Bélingard Rouge,85,10,Southwest France,Bergerac,Bordeaux-style Red Blend,Château Bélingard
9921,France,Comtesse de Ségur,85,19,Southwest France,Montravel,Sauvignon Blanc,Château Laulerie
9922,US,Estate Grown,85,20,Oregon,Rogue Valley,Viognier,Del Rio
9923,US,Cuvée Julia,85,165,California,Knights Valley,Red Blend,Delectus
9924,Italy,,85,12,Piedmont,Barbera d'Asti,Barbera,Gran Passione
9925,Portugal,Vargosa Branco,85,13,Douro,,Portuguese White,H. Abrantes Douro Wines
9926,Portugal,,85,15,Alentejano,,Touriga Nacional,Herdade do Rocim
9927,US,Four Blocks Collection,85,12,California,Mendocino,Cabernet Sauvignon,Kimmel
9928,France,,85,16,Burgundy,Mâcon-Villages,Chardonnay,Labouré-Roi
9929,Argentina,Altas Cumbres,85,13,Mendoza Province,Luján de Cuyo,Malbec,Lagarde
9930,US,,85,12,California,California,Merlot,Leese-Fitch
9931,US,,91,32,California,Dry Creek Valley,Syrah,Quivira
9932,Spain,,91,46,Catalonia,Priorat,Red Blend,Ferrer Bobet
9933,Australia,,90,15,New South Wales,Hilltops,Cabernet Sauvignon,McWilliam's
9934,Italy,Effe 55 Gran Selezione,90,33,Tuscany,Chianti Classico,Sangiovese,Tenuta di Capraia
9935,Spain,Cuveé de O,90,18,Northern Spain,Valdeorras,Godello,Avancia
9936,US,Serendipity Block,90,48,California,Sonoma Mountain,Pinot Noir,Belden Barns
9937,US,Rosella's Vineyard,90,65,California,Santa Lucia Highlands,Pinot Noir,Bernardus
9938,US,,90,24,Oregon,Rogue Valley,Viognier,2Hawk
9939,US,Caleb Knorr,90,15,Oregon,Willamette Valley,Pinot Gris,Abiqua Wind
9940,US,,90,35,California,Sta. Rita Hills,Pinot Noir,Alma Rosa
9941,US,Estate,90,20,California,Amador County,Zinfandel,Andis
9942,US,Huckleberry's Vineyard,90,65,California,Sonoma Coast,Pinot Noir,Talisman
9943,Italy,Aldone,90,95,Tuscany,Toscana,Merlot,Terre del Marchesato
9944,US,Giusti Ranch Estate,90,80,California,Russian River Valley,Pinot Noir,The Decision
9945,US,,90,32,Oregon,Willamette Valley,Pinot Noir,The Four Graces
9946,US,Super Tinto,90,22,California,Dunnigan Hills,Red Blend,Tinto Rey
9947,Australia,,90,25,New South Wales,Hunter Valley,Sémillon,Tyrrell's
9948,Italy,Baradiero,90,25,Tuscany,Vino Nobile di Montepulciano,Red Blend,Cantina del Giusto
9949,US,Estate,90,40,Oregon,Chehalem Mountains,Pinot Noir,Carabella
9950,Italy,Riserva,90,75,Tuscany,Vino Nobile di Montepulciano,Red Blend,Casale Daviddi
9951,France,Collection,90,20,Alsace,Alsace,Pinot Blanc,Cave de Ribeauvillé
9952,US,Estate Bottled,90,14,California,Mendocino,Sauvignon Blanc,Bliss
9953,Italy,,90,50,Tuscany,Brunello di Montalcino,Sangiovese,Brunelli Martoccia
9954,US,Rita's Crown Vineyard,90,65,California,Sta. Rita Hills,Pinot Noir,Byron
9955,Italy,Paesaggio Inatteso,90,70,Tuscany,Brunello di Montalcino,Sangiovese,Camigliano
9956,US,Terra de Promissio,90,75,California,Sonoma Coast,Pinot Noir,Castello di Amorosa
9957,US,,90,18,California,Clarksburg,Cabernet Sauvignon,Criss Cross
9958,US,Bacigalupi Vineyard,90,44,California,Russian River Valley,Chardonnay,E16
9959,Australia,The White Estate Vineyards,90,15,South Australia,South Australia,Chardonnay,The Islander
9960,France,,90,25,Bordeaux,Listrac-Médoc,Bordeaux-style Red Blend,Château Ducluzeau
9961,US,,84,24,California,Dry Creek Valley,Zinfandel,Mazzocco
9962,France,Brut Etoile Rosé,84,12,France Other,Vin Mousseux,Sparkling Blend,Monmousseau
9963,Spain,El Miracle by Mariscal,84,15,Levante,Valencia,Garnacha Tintorera,Vicente Gandia
9964,France,Lepontis,84,12,France Other,Charentais,Sauvignon Blanc,Maison des 3 Ponts
9965,Spain,Garnacha,84,9,Northern Spain,Navarra,Garnacha,Vega Sindoa
9966,France,,84,10,Rhône Valley,Côtes du Rhône,Grenache-Syrah,Les Trois Couronnes
9967,US,Fantozzi Vineyard,84,28,California,Los Carneros,Chardonnay,Manzanita Creek
9968,US,Swan Selection,84,48,California,Sonoma Coast,Pinot Noir,Heintz
9969,France,Tradition,84,27,Loire Valley,Sancerre,Pinot Noir,Roland Tissier et Fils
9970,US,District 3,84,17,California,Sonoma Valley,Red Blend,Sonoma Collection
9971,Spain,,84,50,Spain Other,Spain,Prieto Picudo,esedos
9972,France,,84,15,Loire Valley,Coteaux du Giennois,Pinot Noir,Clement et Florian Berthier
9973,US,,84,48,California,Temecula,Petite Sirah,Danza del Sol
9974,Spain,,84,14,Central Spain,Vino de la Tierra de Castilla,Tempranillo,Ribota
9975,Spain,Fuenteseca,84,12,Levante,Utiel-Requena,Red Blend,Sierra Norte
9976,US,,84,18,California,Carneros-Napa Valley,Chardonnay,Eagle Glen
9977,France,,84,20,Burgundy,Bourgogne,Pinot Noir,Maurice Ecard
9978,Spain,11 Pinos Old Vines,84,13,Central Spain,Manchuela,Bobal,Vega Tolosa
9979,US,Cold Smoke,84,25,California,California,Viognier-Chardonnay,2Plank
9980,US,,84,35,California,Napa Valley,Cabernet Sauvignon,Trailhead
9981,Spain,Pieza el Caidero,84,21,Northern Spain,Calatayud,Grenache,Bodegas Langa
9982,Spain,Rosado,84,12,Northern Spain,Navarra,Merlot,Otazu
9983,US,Old Vine,84,23,California,California,Zinfandel,Bota Box
9984,US,,84,25,California,Napa Valley,Cabernet Sauvignon,Educated Guess
9985,France,Brut Rosé,84,,France Other,Vin Mousseux,Sparkling Blend,François Montand
9986,US,Barrel Select,84,22,Washington,Columbia Valley (WA),Viognier,Hawkins Cellars
9987,US,Carol's Vineyard,84,40,California,St. Helena,Cabernet Sauvignon,J. Lohr
9988,France,,84,25,Loire Valley,Reuilly,Pinot Noir,Jean-Michel Sorbe
9989,France,Brut,84,13,France Other,Vin Mousseux,Sparkling Blend,Marquis de la Tour
9990,France,,84,24,Loire Valley,Sancerre,Rosé,Philippe Girard
9991,Spain,Fagus Selección Especial,81,21,Northern Spain,Campo de Borja,Garnacha,Coto de Hayas
9992,US,,81,22,California,Sierra Foothills,Sauvignon Blanc,Schmitz 24 Brix
9993,Spain,La Bella Fernanda,81,22,Northern Spain,Rioja,Tempranillo Blanco,La Crusset
9994,US,,81,18,California,Livermore Valley,Sauvignon Blanc,Page Mill Winery
9995,US,,81,13,California,Central Coast,Chardonnay,Acumen
9996,Chile,Fina Reserva Ensamblaje Sauvignon Blanc-Chardonnay-Viognier,81,19,Colchagua Valley,,White Blend,Estampa
9997,Chile,Reserva,81,10,Maule Valley,,Cabernet Sauvignon,Viña Casas Patronales
9998,Chile,,81,13,Central Valley,,Sauvignon Blanc,Kon Tiki
9999,Chile,Gran Reserva,81,11,Leyda Valley,,Sauvignon Blanc,Autoritas
10000,Chile,Bold,81,10,Central Valley,,Cabernet Sauvignon,Terra Andina
10001,Spain,Vendimia Seleccionada,80,17,Northern Spain,Ribera del Duero,Tempranillo,Sembro
10002,Portugal,,80,8,Vinho Verde,,Portuguese White,Mapreco
10003,Chile,Organic,80,14,Maipo Valley,,Carmenère,Teillery
10004,US,,80,18,California,Bennett Valley,Sauvignon Blanc,Ektimo Vineyards
10005,Chile,,80,11,Central Valley,,Sauvignon Blanc,Rai
10006,Spain,Rosa de Arrocal,80,15,Northern Spain,Ribera del Duero,Rosé,Arrocal
10007,US,Westside Road Neighbors,98,69,California,Russian River Valley,Pinot Noir,Williams Selyem
10008,US,Ritchie Vineyard,97,65,California,Russian River Valley,Chardonnay,Ramey
10009,Austria,Dürnsteiner Liebenberg Smaragd,96,,Wachau,,Grüner Veltliner,F X Pichler
10010,Austria,Ried Loibenberg Reserve,96,92,Wachau,,Grüner Veltliner,Emmerich Knoll
10011,US,Hyde Vineyard,96,65,California,Carneros,Chardonnay,Ramey
10012,US,Olivet Lane Vineyard,96,75,California,Russian River Valley,Pinot Noir,Williams Selyem
10013,Italy,Messorio,96,315,Tuscany,Toscana,Merlot,Le Macchiole
10014,Austria,Ried Loibenberg Smaragd,96,54,Wachau,,Riesling,Emmerich Knoll
10015,US,Woolsey Road Vineyard,96,65,California,Russian River Valley,Chardonnay,Ramey
10016,Italy,San Lorenzo Gran Selezione,95,52,Tuscany,Chianti Classico,Red Blend,Castello di Ama
10017,France,,95,312,Burgundy,Clos de la Roche,Pinot Noir,Roche de Bellene
10018,US,Machado,95,75,California,Sta. Rita Hills,Pinot Noir,Brewer-Clifton
10019,Austria,Loibner Loibenberg Smaragd,95,,Wachau,,Riesling,F X Pichler
10020,US,7200 Grassini Family Vineyard,95,44,California,Happy Canyon of Santa Barbara,Cabernet Sauvignon,Foxen 7200
10021,US,Carbonic,92,24,California,Santa Maria Valley,Pinot Noir,Alta Maria
10022,Spain,Via Cenit VDC,92,30,Northern Spain,Tierra del Viños de Zamora,Tempranillo,Viñas del Cenit
10023,Spain,Àn,92,50,Spanish Islands,Vi de la Terra Mallorca,Red Blend,Ànima Negra
10024,US,Edna Valley,92,31,California,California,Pinot Noir,Indigené
10025,France,Les Petits Monts Premier Cru,92,145,Burgundy,Vosne-Romanée,Pinot Noir,Louis Latour
10026,Spain,Reserva,92,55,Northern Spain,Ribera del Duero,Tempranillo,Matarromera
10027,Italy,,92,35,Southern Italy,Taurasi,Aglianico,Monte Faliesi
10028,US,LVdM Vineyard,92,30,Washington,Yakima Valley,Syrah,:Nota Bene
10029,France,,92,138,Rhône Valley,Côte Rôtie,Syrah,Michel & Stéphane Ogier
10030,US,Estate,92,60,Washington,Walla Walla Valley (WA),Cabernet Sauvignon,Va Piano
10031,France,Clos des Mouches Premier Cru,92,51,Burgundy,Santenay,Pinot Noir,David Moreau
10032,France,Les Damodes,92,,Burgundy,Nuits-St.-Georges,Pinot Noir,Domaine Chantal Lescure
10033,France,Racines du Temps,92,,Burgundy,Gevrey-Chambertin,Pinot Noir,Domaine René Bouvier
10034,France,Vieilles Vignes,92,50,Burgundy,Gevrey-Chambertin,Pinot Noir,Domaine Rossignol-Trapet
10035,US,,92,38,Washington,Walla Walla Valley (WA),Cabernet Sauvignon,Dumas Station
10036,US,Stonetree Vineyard,92,30,Washington,Wahluke Slope,Primitivo,Forgeron
10037,US,Confidential Source,92,30,Washington,Columbia Valley (WA),Merlot,Guardian
10038,France,Les Lavières Premier Cru,92,60,Burgundy,Savigny-lès-Beaune,Pinot Noir,Bouchard Père & Fils
10039,France,,92,62,Burgundy,Puligny-Montrachet,Chardonnay,Alex Gambal
10040,Spain,VS,92,100,Northern Spain,Vino de la Tierra de Castilla y León,Tempranillo,Mauro
10041,France,Les Cazetiers Premier Cru,92,123,Burgundy,Gevrey-Chambertin,Pinot Noir,Domaine Faiveley
10042,Italy,Pietracalda,92,31,Southern Italy,Fiano di Avellino,Fiano,Feudi di San Gregorio
10043,Italy,A Rina Rosso,92,25,Sicily & Sardinia,Etna,Red Blend,Girolamo Russo
10044,Spain,El Albar Excelencia,92,60,Northern Spain,Vino de la Tierra de Castilla y León,Tempranillo,François Lurton
10045,US,,92,32,Washington,Columbia Valley (WA),Cabernet Sauvignon,L'Ecole No. 41
10046,France,Château Corton Grancey,92,140,Burgundy,Corton,Pinot Noir,Louis Latour
10047,US,Conner Lee Vineyard Red,92,35,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,:Nota Bene
10048,Italy,Rosato,92,21,Sicily & Sardinia,Etna,Nerello Mascalese,Pietradolce
10049,US,,92,55,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Pirouette
10050,US,Spicebox,92,28,Washington,Columbia Valley (WA),Red Blend,Tamarack Cellars
10051,France,,85,16,Burgundy,Mâcon-Villages,Chardonnay,Labouré-Roi
10052,Argentina,Altas Cumbres,85,13,Mendoza Province,Luján de Cuyo,Malbec,Lagarde
10053,US,,85,12,California,California,Merlot,Leese-Fitch
10054,Spain,,85,9,Central Spain,Vino de la Tierra de Castilla,Verdejo,Paso a Paso
10055,Portugal,Tamarez,85,13,Tejo,,Portuguese White,Quinta da Lapa
10056,US,,85,23,California,Sonoma County,Cabernet Sauvignon,Sivas-Sonoma
10057,US,,85,16,California,Lodi,Cabernet Sauvignon,Toad Hollow
10058,France,Buissonnier,85,15,Burgundy,Bourgogne Aligoté,Aligoté,Vignerons de Buxy
10059,Portugal,Lua Cheia em Vinhas Velhas,85,13,Douro,,Portuguese White,Wines & Winemakers
10060,US,,85,19,California,California,Pinot Noir,Butternut
10061,US,Larson Vineyard,85,30,California,Carneros,Pinot Noir,Carol Shelton
10062,France,,85,13,Southwest France,Bergerac,Malbec,Château Laulerie
10063,US,,85,25,California,Carneros,Pinot Noir,Educated Guess
10064,Spain,,85,20,Northern Spain,Getariako Txakolina,Hondarrabi Zuri,Gaintza
10065,US,,85,20,California,Central Coast,Pinot Noir,Inception
10066,Portugal,Periquita,85,10,Península de Setúbal,,Portuguese White,José Maria da Fonseca
10067,US,Hooker Old Boys,85,32,California,Napa Valley,Cabernet Sauvignon,Lawer
10068,US,,85,25,California,Napa Valley,Sauvignon Blanc,V. Sattui
10069,France,,85,14,Burgundy,Mâcon,Chardonnay,Vignerons de Mancey
10070,Spain,Reserva Privada,85,80,Northern Spain,Rioja,Tempranillo Blend,Marqués de Vargas
10071,Argentina,Abras,85,20,Other,Cafayate,Malbec,Altocedro
10072,US,Hirsch Vineyard,85,65,California,Sonoma Coast,Pinot Noir,FEL
10073,US,Diamond Collection Gold Label,85,16,California,Monterey County,Chardonnay,Francis Coppola
10074,US,The Farm Vineyards,85,67,California,Russian River Valley,Pinot Noir,Halleck
10075,US,,85,20,California,Stags Leap District,Cabernet Sauvignon,Kirkland Signature
10076,Spain,,85,21,Northern Spain,Bierzo,Godello,Luna Beberide
10077,France,Angelliaume Domaine des Falaises,85,20,Loire Valley,Chinon,Cabernet Franc,Nicolas Idiart
10078,Portugal,Duas Quintas Branco,85,12,Douro,,Portuguese White,Ramos-Pinto
10079,US,,85,15,California,California,Red Blend,Red XS
10080,US,Coryelle Fields Vineyard Joon Rosé of,85,23,California,Sonoma Coast,Syrah,Tin Barn
10081,US,Proprietor's Reserve Tudor Hills Vineyard,88,25,Washington,Columbia Valley (WA),Chardonnay,Maryhill
10082,Italy,,88,13,Veneto,Bardolino Chiaretto,Rosé,Monte del Frà
10083,Italy,Spumante Brut,88,18,Veneto,Soave,Garganega,Monte Tondo
10084,US,Reserve,88,34,Oregon,Columbia Gorge (OR),Syrah,Phelps Creek
10085,US,,88,24,Oregon,Columbia Gorge (OR),Pinot Gris,Phelps Creek
10086,France,Domaine Bel Eouve,88,14,Provence,Coteaux d'Aix-en-Provence,Rosé,Ravoire et Fils
10087,Italy,,88,,Northeastern Italy,Collio,Friulano,Ronco dei Tassi
10088,US,Madonne Estate,88,32,California,Santa Clara Valley,G-S-M,Sarah's Vineyard
10089,Italy,Le Rive,88,45,Veneto,Veronese,Garganega,Suavia
10090,Italy,,88,20,Northeastern Italy,Isonzo del Friuli,Sauvignon,Tenuta Luisa
10091,US,Whistling Hills Estate Vineyard,88,22,Washington,Walla Walla Valley (WA),Viognier,Tertulia
10092,Italy,,88,25,Northeastern Italy,Collio,Pinot Grigio,Toros
10093,Austria,Q,88,18,Kremstal,,Grüner Veltliner,Unger
10094,France,Domaine de la Guillonie,88,20,Southwest France,Monbazillac,Bordeaux-style White Blend,Univitis
10095,France,Domaine Cézanne,88,26,Provence,Côtes de Provence,Rosé,Vignobles de Saint-Tropez
10096,US,Marylhurst,88,36,Oregon,Dundee Hills,Pinot Noir,Vista Hills
10097,Austria,Zweigelt,88,12,Niederösterreich,,Rosé,Winzer Krems
10098,Spain,Calmo Vino de Lágrima Nocturno,88,100,Northern Spain,Ribera del Duero,Tempranillo,Legaris
10099,France,Le Prestige,88,,Southwest France,Cahors,Malbec Blend,Château la Reyne
10100,France,Purple The Original,88,18,Southwest France,Cahors,Malbec,Château Lagrézette
10101,France,Commanderie de Peyrassol,88,22,Provence,Côtes de Provence,Rosé,Chateau Peyrassol
10102,France,Tot Cò Que Cal,88,25,Southwest France,Fronton,Negrette,Château Plaisance
10103,France,L'Esprit de Sainte Marguerite,88,20,Provence,Côtes de Provence,Rosé,Château Sainte Marguerite
10104,US,Cholame Vineyard,88,38,California,Monterey County,Tempranillo,Cima Collina
10105,US,Marie's View Wallula Vineyard,88,80,Washington,Horse Heaven Hills,Cabernet Sauvignon,Den Hoed
10106,France,Méthode Ancestrale,88,18,Southwest France,Gaillac,Mauzac,Domaine du Moulin
10107,New Zealand,Bel Echo Terroir: River Stones,88,20,Marlborough,,Pinot Noir,Clos Henri
10108,US,Green Room Vineyard Reserve,88,150,California,Napa Valley,Cabernet Sauvignon,Backstage Winery
10109,US,Maestro Collection,88,55,California,Napa Valley,Cabernet Sauvignon-Syrah,Beaulieu Vineyard
10110,US,Circle R Vineyard,88,79,California,Napa Valley,Cabernet Sauvignon,Prime Solum
10111,Italy,Jorio,86,17,Central Italy,Montepulciano d'Abruzzo,Montepulciano,Umani Ronchi
10112,Italy,Serrano,86,14,Central Italy,Rosso Conero,Red Blend,Umani Ronchi
10113,Spain,,86,22,Northern Spain,Rioja,Tempranillo,Valsacro
10114,Spain,,86,16,Northern Spain,Rueda,Verdejo,Montespina
10115,Spain,,86,10,Northern Spain,Rueda,Verdejo,Nebla
10116,Austria,Heideboden,86,17,Burgenland,,Chardonnay,Nittnaus Hans und Christine
10117,Chile,,86,12,Central Valley,,Sauvignon Blanc,Rios de Chile
10118,US,Bien Nacido Vineyard,86,45,California,Santa Maria Valley,Pinot Noir,Longoria
10119,Italy,Rubillo,86,18,Central Italy,Lazio,Cesanese d'Affile,Principe Pallavicini
10120,US,Swiss Colina,86,30,California,Paso Robles,Zinfandel,Proulx
10121,US,,86,20,Oregon,Umpqua Valley,Pinot Gris,Pyrenees
10122,US,Estate Grown,86,30,California,Carneros,Chardonnay,Broadway Vineyards
10123,Italy,Mimoso,86,,Central Italy,Orvieto,Red Blend,Castello di Montegiove
10124,Spain,,86,10,Northern Spain,Rueda,Verdejo,Cantarranas
10125,Spain,,86,23,Northern Spain,Valdeorras,Godello,Casal Novo
10126,France,,86,,Provence,Côtes de Provence,Rosé,Domaine Houchart
10127,Italy,Rondineto,86,12,Central Italy,Colli Aprutini,Passerina,Fattoria Giuseppe Savini
10128,US,Estate Bottled,86,18,California,Shenandoah Valley (CA),Sangiovese,Amador Foothill Winery
